order_id,warehouse_location,customer_city,distance_km,vehicle_type,rider_id,rider_age,rider_rating,traffic_condition,weather,shift_type,order_category,package_weight_kg,fragile,temperature_sensitive,delivery_priority,delivery_status,Estimated_delivery_time,Actual_delivery_time,delivered_on_time,ROUTE EFFECTENCY CALCULATOR
O108283,Kolkata,Bangalore,12.7,Scooter,R9283,23,3.87,Low,Clear,Afternoon,Grocery,1.4,No,No,Normal,Delivered,38,31,Yes,3.0
O108284,Hyderabad,Pune,14.1,Mini Truck,R9284,41,4.24,Low,Clear,Afternoon,Furniture,2.9,No,No,High,Delivered,42,31,Yes,3.0
O108285,Kolkata,Chennai,22.8,Scooter,R9285,25,3.95,Low,Clear,Morning,Electronics,2.26,Yes,No,High,Delivered,68,67,Yes,3.0
O108286,Kolkata,Ahmedabad,12.6,Bike,R9286,36,4.21,Medium,Clear,Afternoon,Electronics,1.87,Yes,Yes,High,Delivered,49,62,No,3.9
O108287,Mumbai,Delhi,18.9,Mini Truck,R9287,22,4,Low,Clear,Morning,Books,6.61,No,No,Normal,Returned,56,71,No,3.0
O108288,Pune,Hyderabad,7.4,Scooter,R9288,31,4.52,Medium,Clear,Evening,Clothing,2.41,No,No,High,Delivered,28,11,Yes,3.8
O108289,Ahmedabad,Kolkata,12.9,Scooter,R9289,27,4.63,Low,Clear,Night,Grocery,5.09,No,No,Normal,Delivered,38,29,Yes,3.0
O108290,Bangalore,Chennai,18.6,Mini Truck,R9290,24,4.67,High,Clear,Afternoon,Furniture,3.08,Yes,No,High,Delivered,89,72,Yes,4.8
O108291,Chennai,Ahmedabad,18.9,Bike,R9291,28,4.27,Medium,Clear,Morning,Books,2.65,No,No,Normal,Delivered,73,81,No,3.9
O108292,Delhi,Ahmedabad,22.8,Bike,R9292,48,4.43,Low,Clear,Afternoon,Pharma,5.18,No,No,Normal,Delivered,68,84,No,3.0
O108293,Hyderabad,Mumbai,18.1,Bike,R9293,30,4.34,Medium,Clear,Afternoon,Clothing,5.44,No,No,Normal,Delivered,70,66,Yes,3.9
O108294,Pune,Ahmedabad,19.4,Mini Truck,R9294,24,3.97,High,Clear,Evening,Electronics,2.63,No,No,Normal,Delivered,92,95,Yes,4.8
O108295,Delhi,Delhi,13.4,Van,R9295,49,4.83,High,Clear,Evening,Furniture,4.95,No,No,Normal,Delivered,64,73,No,4.8
O108296,Chennai,Mumbai,16.1,Scooter,R9296,33,3.87,Medium,Clear,Morning,Grocery,2.76,No,No,Normal,Delivered,62,62,Yes,3.8
O108297,Hyderabad,Mumbai,17.9,Mini Truck,R9297,37,4.01,High,Foggy,Night,Grocery,3.07,No,No,Normal,Delivered,120,132,No,6.7
O108298,Delhi,Kolkata,20.3,Mini Truck,R9298,39,4.02,Medium,Rainy,Morning,Pharma,3.53,No,No,Low,Delivered,94,105,No,4.6
O108299,Ahmedabad,Hyderabad,13.0,Bike,R9299,30,4.6,Medium,Rainy,Evening,Clothing,4.37,No,No,Normal,Delivered,61,47,Yes,4.7
O108300,Chennai,Hyderabad,15.3,Scooter,R9300,47,3.94,Medium,Clear,Morning,Furniture,5.63,No,Yes,High,Delivered,59,70,No,3.9
O108301,Mumbai,Bangalore,16.6,Mini Truck,R9301,31,4.34,Low,Foggy,Morning,Furniture,1.75,No,No,Normal,Delivered,69,64,Yes,4.2
O108302,Chennai,Mumbai,19.6,Scooter,R9302,35,4.68,Medium,Clear,Afternoon,Electronics,3.31,No,No,Normal,Delivered,76,82,No,3.9
O108303,Bangalore,Pune,17.1,Mini Truck,R9303,24,4.29,Low,Rainy,Morning,Clothing,0.73,No,No,Normal,Delivered,61,53,Yes,3.6
O108304,Bangalore,Chennai,9.8,Bike,R9304,39,4.04,Low,Windy,Evening,Furniture,2.4,No,No,High,Delivered,32,28,Yes,3.3
O108305,Ahmedabad,Pune,18.0,Van,R9305,44,4.22,Low,Windy,Morning,Books,3.33,Yes,No,Normal,Delivered,59,82,No,3.3
O108306,Chennai,Mumbai,24.4,Mini Truck,R9306,49,3.97,Medium,Clear,Night,Books,2.35,No,No,Normal,Delivered,95,88,Yes,3.9
O108307,Ahmedabad,Bangalore,8.5,Van,R9307,24,4.08,Medium,Foggy,Afternoon,Clothing,4.39,No,No,High,Delivered,46,39,Yes,5.4
O108308,Kolkata,Mumbai,24.8,Van,R9308,25,4.68,Medium,Rainy,Evening,Electronics,4.36,No,No,Normal,Delivered,116,114,Yes,4.7
O108309,Kolkata,Hyderabad,13.0,Bike,R9309,48,4.41,Medium,Clear,Evening,Clothing,5.45,No,No,Normal,Delivered,50,19,Yes,3.8
O108310,Mumbai,Ahmedabad,11.1,Van,R9310,25,4.65,Medium,Clear,Evening,Electronics,1.56,No,No,Normal,Delivered,43,48,Yes,3.9
O108311,Delhi,Bangalore,12.5,Van,R9311,52,4.54,Low,Clear,Afternoon,Clothing,4.68,Yes,No,Normal,Delivered,37,30,Yes,3.0
O108312,Pune,Ahmedabad,14.6,Scooter,R9312,44,4.82,Low,Clear,Morning,Books,0.26,No,No,Normal,Delivered,43,24,Yes,2.9
O108313,Delhi,Delhi,14.9,Scooter,R9313,33,4.12,High,Rainy,Morning,Grocery,2.54,No,Yes,High,Delivered,85,64,Yes,5.7
O108314,Ahmedabad,Pune,15.5,Van,R9314,47,4.11,High,Clear,Evening,Clothing,2,No,No,Normal,Delivered,74,79,Yes,4.8
O108315,Pune,Mumbai,6.2,Mini Truck,R9315,38,4.11,Medium,Rainy,Night,Clothing,4.01,No,No,Normal,Delivered,28,24,Yes,4.5
O108316,Pune,Pune,17.8,Scooter,R9316,50,4.42,Medium,Windy,Morning,Furniture,0.1,Yes,No,Normal,Delivered,76,95,No,4.3
O108317,Mumbai,Mumbai,22.6,Van,R9317,53,4.92,Low,Windy,Afternoon,Books,3.64,Yes,No,Normal,Delivered,74,98,No,3.3
O108318,Hyderabad,Kolkata,7.0,Mini Truck,R9318,53,4.05,Medium,Clear,Afternoon,Books,0.25,No,No,Normal,Delivered,27,15,Yes,3.9
O108319,Chennai,Hyderabad,16.1,Van,R9319,38,4.47,Medium,Rainy,Night,Books,3.29,No,No,Low,Delivered,75,56,Yes,4.7
O108320,Bangalore,Delhi,9.4,Bike,R9320,41,4.42,Medium,Clear,Evening,Grocery,3.37,No,No,Normal,Delivered,36,44,No,3.8
O108321,Pune,Ahmedabad,9.1,Van,R9321,38,4.22,High,Rainy,Afternoon,Electronics,2.57,No,Yes,Normal,Delivered,52,44,Yes,5.7
O108322,Pune,Mumbai,19.6,Mini Truck,R9322,52,4.15,High,Rainy,Morning,Electronics,4.72,No,Yes,Normal,Delivered,112,104,Yes,5.7
O108323,Bangalore,Mumbai,24.9,Van,R9323,53,4.15,High,Clear,Night,Pharma,1.75,No,No,Normal,Delivered,119,118,Yes,4.8
O108324,Bangalore,Delhi,14.8,Bike,R9324,36,3.44,Low,Clear,Afternoon,Books,3.58,Yes,No,High,Delivered,44,32,Yes,3.0
O108325,Kolkata,Kolkata,19.1,Mini Truck,R9325,29,4.27,Medium,Clear,Evening,Books,3.15,Yes,No,Normal,Delivered,74,45,Yes,3.9
O108326,Kolkata,Hyderabad,2.8,Van,R9326,48,4.74,Medium,Rainy,Afternoon,Pharma,5.33,No,No,Normal,Delivered,12,12,Yes,4.3
O108327,Pune,Pune,9.9,Bike,R9327,47,4.25,Low,Rainy,Night,Electronics,0.59,No,No,Normal,Delivered,35,27,Yes,3.5
O108328,Delhi,Chennai,8.4,Mini Truck,R9328,31,4.06,High,Clear,Morning,Books,5.38,Yes,No,Normal,Delivered,40,30,Yes,4.8
O108329,Pune,Delhi,20.7,Van,R9329,52,3.75,Medium,Foggy,Afternoon,Grocery,4.84,No,No,Normal,Delivered,113,100,Yes,5.5
O108330,Delhi,Hyderabad,21.2,Scooter,R9330,49,4.83,Medium,Windy,Afternoon,Electronics,3.58,No,No,Normal,Delivered,90,95,Yes,4.3
O108331,Ahmedabad,Kolkata,20.1,Van,R9331,28,4.66,Low,Rainy,Night,Books,3.09,No,Yes,High,Delivered,72,68,Yes,3.6
O108332,Pune,Mumbai,17.2,Bike,R9332,26,4.51,Low,Clear,Morning,Clothing,2.2,No,No,Low,Delivered,51,53,Yes,3.0
O108333,Mumbai,Delhi,8.3,Scooter,R9333,23,3.71,Medium,Clear,Evening,Books,2.54,No,No,Normal,Delivered,32,28,Yes,3.9
O108334,Hyderabad,Ahmedabad,10.1,Bike,R9334,27,4.72,Low,Windy,Morning,Pharma,2.07,No,No,Normal,Delivered,33,25,Yes,3.3
O108335,Kolkata,Pune,27.5,Van,R9335,27,4.4,High,Clear,Morning,Pharma,1.18,No,No,Low,Delivered,131,130,Yes,4.8
O108336,Chennai,Hyderabad,8.4,Van,R9336,23,4.06,Low,Rainy,Afternoon,Books,4.04,No,No,Normal,Delivered,30,12,Yes,3.6
O108337,Pune,Mumbai,8.7,Mini Truck,R9337,28,3.69,Low,Clear,Evening,Clothing,4.44,No,No,Normal,Delivered,26,24,Yes,3.0
O108338,Bangalore,Bangalore,14.2,Mini Truck,R9338,46,4.95,Medium,Rainy,Afternoon,Books,5.27,No,No,Normal,Delivered,66,76,No,4.6
O108339,Mumbai,Hyderabad,20.8,Van,R9339,51,4.65,Low,Clear,Night,Pharma,2.83,No,No,Normal,Delivered,62,62,Yes,3.0
O108340,Ahmedabad,Ahmedabad,23.1,Bike,R9340,47,4.31,Low,Foggy,Evening,Books,4.28,No,No,Normal,Delivered,96,79,Yes,4.2
O108341,Hyderabad,Hyderabad,17.3,Scooter,R9341,21,3.73,Medium,Clear,Evening,Furniture,0.33,No,No,Normal,Delivered,67,61,Yes,3.9
O108342,Ahmedabad,Hyderabad,16.5,Bike,R9342,53,4.15,Medium,Windy,Afternoon,Books,2.83,No,No,Normal,Delivered,70,53,Yes,4.3
O108343,Delhi,Mumbai,14.9,Van,R9343,37,4.08,Low,Rainy,Afternoon,Grocery,2.65,No,No,Normal,Delivered,53,41,Yes,3.6
O108344,Bangalore,Kolkata,13.4,Bike,R9344,52,4.4,Medium,Clear,Morning,Clothing,3.45,No,No,High,Delivered,52,52,Yes,3.9
O108345,Chennai,Chennai,17.1,Mini Truck,R9345,41,4.48,Medium,Clear,Evening,Clothing,1.62,No,No,Normal,Delivered,66,50,Yes,3.9
O108346,Kolkata,Chennai,13.5,Bike,R9346,41,4.5,Medium,Clear,Morning,Grocery,2.31,No,No,High,Delivered,52,52,Yes,3.8
O108347,Bangalore,Bangalore,25.2,Scooter,R9347,48,4.6,Medium,Windy,Afternoon,Electronics,1.84,Yes,No,Low,Delivered,108,98,Yes,4.3
O108348,Bangalore,Delhi,8.1,Bike,R9348,26,4.51,Low,Clear,Morning,Books,4.36,No,No,Normal,Delivered,24,22,Yes,3.0
O108349,Ahmedabad,Pune,8.5,Mini Truck,R9349,25,4.9,Low,Clear,Evening,Electronics,2.84,No,Yes,Normal,Delivered,25,35,No,2.9
O108350,Chennai,Bangalore,14.2,Bike,R9350,54,4.52,High,Rainy,Night,Pharma,3.06,No,No,Normal,Delivered,81,86,Yes,5.7
O108351,Kolkata,Ahmedabad,8.8,Van,R9351,29,4.64,Low,Clear,Morning,Pharma,1.81,Yes,No,High,Delivered,26,23,Yes,2.9
O108352,Mumbai,Ahmedabad,21.5,Bike,R9352,30,4.99,High,Clear,Morning,Pharma,4.31,No,No,Normal,Delivered,103,106,Yes,4.8
O108353,Chennai,Ahmedabad,17.1,Van,R9353,49,4.57,Low,Rainy,Night,Pharma,3.71,No,No,High,Delivered,61,58,Yes,3.6
O108354,Ahmedabad,Delhi,19.8,Bike,R9354,34,4.22,Medium,Clear,Afternoon,Clothing,3.05,No,Yes,Low,Delivered,77,75,Yes,3.9
O108355,Kolkata,Pune,11.3,Bike,R9355,26,4.56,High,Clear,Afternoon,Furniture,1.7,No,Yes,Normal,Delivered,54,67,No,4.8
O108356,Kolkata,Ahmedabad,6.8,Scooter,R9356,42,4.19,Low,Clear,Evening,Furniture,3.21,No,No,Normal,Delivered,20,20,Yes,2.9
O108357,Chennai,Delhi,16.8,Bike,R9357,36,4.17,Medium,Clear,Night,Electronics,3.91,Yes,No,Normal,Delivered,65,54,Yes,3.9
O108358,Delhi,Bangalore,17.4,Van,R9358,39,4.65,Medium,Clear,Night,Electronics,5.01,No,No,Normal,Delivered,67,51,Yes,3.9
O108359,Pune,Bangalore,21.6,Mini Truck,R9359,31,3.82,Medium,Clear,Afternoon,Furniture,4.2,No,No,Normal,Delivered,84,86,Yes,3.9
O108360,Mumbai,Hyderabad,15.3,Mini Truck,R9360,50,4.34,Medium,Rainy,Evening,Electronics,2.3,No,No,High,Delivered,71,60,Yes,4.7
O108361,Mumbai,Mumbai,17.2,Bike,R9361,25,4.51,Low,Clear,Afternoon,Furniture,0.08,No,No,High,Delivered,51,43,Yes,3.0
O108362,Pune,Ahmedabad,20.3,Mini Truck,R9362,27,4.52,Medium,Rainy,Morning,Electronics,3.9,No,No,Normal,Delivered,94,102,No,4.6
O108363,Hyderabad,Chennai,14.4,Bike,R9363,33,4.41,Medium,Clear,Morning,Clothing,1.14,Yes,No,High,Delivered,56,58,Yes,3.9
O108364,Hyderabad,Delhi,14.3,Bike,R9364,35,4.18,Low,Clear,Evening,Furniture,2.82,No,No,High,Delivered,42,36,Yes,2.9
O108365,Delhi,Delhi,8.9,Scooter,R9365,24,4.95,Low,Foggy,Morning,Electronics,3.37,Yes,No,Normal,Delivered,37,40,Yes,4.1
O108366,Kolkata,Hyderabad,16.4,Mini Truck,R9366,25,4.33,Medium,Rainy,Afternoon,Grocery,2.61,No,No,Normal,Delivered,76,62,Yes,4.6
O108367,Ahmedabad,Chennai,10.3,Bike,R9367,33,4.24,Medium,Clear,Night,Electronics,3.46,No,No,Normal,Delivered,40,67,No,3.9
O108368,Delhi,Ahmedabad,20.4,Scooter,R9368,53,4.75,High,Clear,Afternoon,Pharma,0.38,Yes,No,High,Delivered,97,85,Yes,4.8
O108369,Hyderabad,Mumbai,17.4,Bike,R9369,40,4.04,High,Clear,Evening,Pharma,2.99,No,No,Low,Delivered,83,75,Yes,4.8
O108370,Hyderabad,Ahmedabad,8.6,Van,R9370,28,4.39,High,Rainy,Evening,Grocery,5.27,No,Yes,Normal,Delivered,49,52,Yes,5.7
O108371,Mumbai,Hyderabad,11.5,Van,R9371,37,4.01,Low,Clear,Night,Electronics,2.45,Yes,No,High,Delivered,34,43,No,3.0
O108372,Hyderabad,Kolkata,15.6,Mini Truck,R9372,25,4.09,Medium,Windy,Afternoon,Pharma,4.25,Yes,No,Normal,Delivered,67,55,Yes,4.3
O108373,Chennai,Ahmedabad,8.5,Mini Truck,R9373,51,4.31,Medium,Clear,Night,Clothing,2.39,No,No,Normal,Delivered,33,34,Yes,3.9
O108374,Pune,Mumbai,17.9,Scooter,R9374,28,4.48,Medium,Clear,Night,Pharma,2.22,No,No,Normal,Delivered,69,64,Yes,3.9
O108375,Kolkata,Kolkata,13.2,Scooter,R9375,22,4.66,Medium,Rainy,Night,Books,2.02,No,Yes,Normal,Delivered,61,46,Yes,4.6
O108376,Bangalore,Delhi,12.0,Mini Truck,R9376,21,4.11,Low,Clear,Morning,Pharma,0.8,No,No,Normal,Delivered,35,25,Yes,2.9
O108377,Chennai,Ahmedabad,25.3,Bike,R9377,46,4.89,Medium,Clear,Morning,Books,3.5,No,No,High,Delivered,98,92,Yes,3.9
O108378,Ahmedabad,Pune,12.7,Van,R9378,27,4.39,Low,Clear,Afternoon,Furniture,2.72,Yes,No,Normal,Delivered,38,39,Yes,3.0
O108379,Kolkata,Chennai,22.1,Bike,R9379,32,4.27,Low,Rainy,Night,Clothing,1.38,No,No,Normal,Delivered,79,73,Yes,3.6
O108380,Hyderabad,Delhi,21.6,Mini Truck,R9380,34,4.68,Medium,Clear,Morning,Electronics,1.97,No,No,High,Delivered,84,80,Yes,3.9
O108381,Ahmedabad,Hyderabad,21.9,Van,R9381,43,4.54,Medium,Clear,Evening,Clothing,0.36,Yes,No,High,Delivered,85,71,Yes,3.9
O108382,Bangalore,Mumbai,10.8,Bike,R9382,45,4.25,High,Windy,Evening,Clothing,3.49,No,No,Normal,Delivered,56,54,Yes,5.2
O108383,Delhi,Mumbai,13.5,Scooter,R9383,45,4.5,Medium,Windy,Night,Books,2.32,No,No,Normal,Delivered,57,42,Yes,4.2
O108384,Pune,Delhi,20.1,Bike,R9384,35,4.38,High,Clear,Morning,Clothing,2.54,No,No,Normal,Delivered,96,105,No,4.8
O108385,Hyderabad,Hyderabad,14.1,Bike,R9385,42,4.32,Low,Rainy,Afternoon,Grocery,3.83,No,No,Normal,Delivered,50,57,No,3.6
O108386,Hyderabad,Ahmedabad,12.4,Mini Truck,R9386,31,3.92,Low,Clear,Morning,Furniture,4.48,No,No,Normal,Delivered,37,33,Yes,3.0
O108387,Delhi,Chennai,21.1,Mini Truck,R9387,46,4.26,Medium,Clear,Afternoon,Grocery,4.81,No,Yes,Normal,Delivered,82,106,No,3.9
O108388,Hyderabad,Bangalore,14.1,Bike,R9388,45,4.63,Medium,Clear,Morning,Clothing,3.76,No,No,Normal,Delivered,55,53,Yes,3.9
O108389,Bangalore,Kolkata,20.4,Van,R9389,44,4.56,Medium,Clear,Afternoon,Books,2.36,No,No,Low,Delivered,79,89,No,3.9
O108390,Delhi,Pune,16.8,Scooter,R9390,40,4.57,Low,Clear,Afternoon,Clothing,1.12,No,No,Normal,Delivered,50,63,No,3.0
O108391,Delhi,Hyderabad,13.5,Mini Truck,R9391,26,4.36,Low,Clear,Morning,Grocery,5.16,Yes,No,Normal,Delivered,40,39,Yes,3.0
O108392,Mumbai,Chennai,0.9,Bike,R9392,45,4.78,Low,Rainy,Afternoon,Electronics,4.35,Yes,No,Low,Delivered,3,1,Yes,3.5
O108393,Pune,Kolkata,13.6,Van,R9393,35,4.38,Medium,Clear,Afternoon,Grocery,1.66,No,No,Normal,Delivered,53,51,Yes,3.9
O108394,Hyderabad,Ahmedabad,18.8,Scooter,R9394,34,4.2,High,Clear,Evening,Pharma,4.7,Yes,No,Normal,Delivered,90,83,Yes,4.8
O108395,Mumbai,Chennai,11.2,Bike,R9395,45,4.61,High,Rainy,Morning,Books,3.97,No,Yes,High,Delivered,64,69,Yes,5.7
O108396,Bangalore,Mumbai,7.9,Bike,R9396,25,4.53,Low,Clear,Afternoon,Pharma,1.83,No,No,Normal,Delivered,23,23,Yes,2.9
O108397,Kolkata,Bangalore,16.2,Scooter,R9397,53,4.42,Medium,Clear,Morning,Electronics,1.46,No,Yes,Normal,Delivered,63,56,Yes,3.9
O108398,Bangalore,Ahmedabad,11.5,Mini Truck,R9398,37,5,High,Windy,Afternoon,Furniture,5.28,No,No,High,Delivered,60,71,No,5.2
O108399,Delhi,Pune,7.9,Van,R9399,53,5,Medium,Foggy,Morning,Furniture,2.06,No,No,High,Delivered,43,53,No,5.4
O108400,Mumbai,Kolkata,21.9,Bike,R9400,41,4.59,Medium,Clear,Morning,Furniture,4.27,No,No,Normal,Delivered,85,80,Yes,3.9
O108401,Hyderabad,Bangalore,15.8,Van,R9401,51,4.46,Low,Rainy,Afternoon,Furniture,3.55,No,No,Normal,Delivered,56,49,Yes,3.5
O108402,Pune,Bangalore,18.4,Mini Truck,R9402,31,4.27,Medium,Windy,Evening,Books,-0.06,No,No,Normal,Delivered,78,66,Yes,4.3
O108403,Bangalore,Delhi,10.9,Bike,R9403,46,4.37,Medium,Rainy,Morning,Pharma,3.33,Yes,No,Normal,Delivered,50,43,Yes,4.6
O108404,Mumbai,Mumbai,14.1,Scooter,R9404,53,4.66,Medium,Clear,Evening,Clothing,2.99,Yes,No,High,Delivered,54,46,Yes,3.8
O108405,Delhi,Hyderabad,18.8,Scooter,R9405,33,4.14,Medium,Rainy,Afternoon,Clothing,4.89,No,No,Normal,Delivered,87,85,Yes,4.6
O108406,Pune,Delhi,13.1,Bike,R9406,50,4.27,Medium,Clear,Evening,Electronics,4.25,No,No,Normal,Delivered,51,33,Yes,3.9
O108407,Pune,Ahmedabad,3.7,Mini Truck,R9407,53,4.37,Medium,Foggy,Afternoon,Grocery,3.06,No,No,High,Delivered,20,11,Yes,5.3
O108408,Chennai,Pune,13.3,Mini Truck,R9408,43,4.13,Low,Clear,Morning,Pharma,4.93,No,No,High,Delivered,39,23,Yes,2.9
O108409,Delhi,Delhi,14.6,Mini Truck,R9409,30,3.88,Low,Clear,Night,Furniture,2.2,No,No,Normal,Delivered,43,47,Yes,2.9
O108410,Ahmedabad,Bangalore,18.4,Mini Truck,R9410,26,3.62,Medium,Clear,Afternoon,Furniture,3.01,Yes,No,Normal,Delivered,71,76,Yes,3.9
O108411,Kolkata,Bangalore,15.1,Van,R9411,54,4.3,High,Rainy,Morning,Pharma,3.4,No,No,Normal,Delivered,87,93,No,5.7
O108412,Delhi,Chennai,12.5,Bike,R9412,50,4.24,Medium,Clear,Afternoon,Books,0.82,No,No,Normal,Delivered,48,52,Yes,3.8
O108413,Mumbai,Chennai,11.6,Bike,R9413,53,4.5,Low,Windy,Night,Electronics,2.73,No,No,Normal,Delivered,38,31,Yes,3.3
O108414,Chennai,Mumbai,20.3,Scooter,R9414,41,3.94,Medium,Clear,Evening,Books,1.1,No,No,Normal,Delivered,79,72,Yes,3.9
O108415,Ahmedabad,Mumbai,20.6,Van,R9415,27,3.93,Low,Clear,Morning,Grocery,2.28,No,No,Normal,Delivered,61,66,Yes,3.0
O108416,Hyderabad,Hyderabad,7.8,Bike,R9416,30,4.62,Low,Rainy,Morning,Clothing,-0.05,No,No,Low,Delivered,28,9,Yes,3.6
O108417,Pune,Delhi,17.7,Bike,R9417,27,4.25,Medium,Rainy,Evening,Furniture,0.63,No,No,Low,Delivered,82,86,Yes,4.6
O108418,Delhi,Bangalore,8.1,Van,R9418,29,4.41,Medium,Clear,Evening,Pharma,5.07,No,No,Normal,Delivered,31,32,Yes,3.8
O108419,Delhi,Bangalore,19.7,Bike,R9419,26,4.8,Low,Clear,Evening,Books,4.84,Yes,No,Normal,Delivered,59,64,Yes,3.0
O108420,Chennai,Ahmedabad,16.8,Bike,R9420,24,3.95,High,Clear,Evening,Electronics,2.87,No,No,Normal,Delivered,80,64,Yes,4.8
O108421,Ahmedabad,Mumbai,20.4,Bike,R9421,51,4.55,High,Windy,Morning,Books,3.32,No,No,Normal,Delivered,107,104,Yes,5.2
O108422,Hyderabad,Chennai,17.8,Mini Truck,R9422,46,4.27,Medium,Clear,Night,Books,1.4,No,No,Normal,Delivered,69,57,Yes,3.9
O108423,Delhi,Kolkata,6.7,Bike,R9423,29,4.13,Medium,Windy,Morning,Clothing,0.25,No,No,Normal,Delivered,28,37,No,4.2
O108424,Delhi,Hyderabad,16.3,Van,R9424,21,4.5,Medium,Foggy,Night,Clothing,4.47,No,No,Low,Delivered,89,102,No,5.4
O108425,Mumbai,Kolkata,21.1,Van,R9425,33,4.47,Low,Clear,Morning,Grocery,3.78,Yes,No,High,Delivered,63,62,Yes,3.0
O108426,Kolkata,Delhi,22.0,Mini Truck,R9426,50,4.67,High,Rainy,Afternoon,Clothing,1.9,No,No,Normal,Delivered,126,151,No,5.7
O108427,Ahmedabad,Pune,8.4,Scooter,R9427,41,4.34,High,Foggy,Afternoon,Furniture,1.55,No,No,Low,Delivered,56,47,Yes,6.7
O108428,Mumbai,Mumbai,12.0,Scooter,R9428,24,4.14,Medium,Clear,Night,Books,3.26,No,No,High,Delivered,46,49,Yes,3.8
O108429,Bangalore,Chennai,21.0,Van,R9429,28,3.95,Medium,Clear,Evening,Electronics,3.11,No,No,High,Delivered,82,84,Yes,3.9
O108430,Mumbai,Chennai,15.5,Mini Truck,R9430,36,4.07,Medium,Clear,Night,Electronics,4.02,No,No,Normal,Delivered,60,59,Yes,3.9
O108431,Pune,Delhi,19.1,Van,R9431,29,4.17,High,Clear,Evening,Furniture,2.07,No,No,High,Delivered,91,86,Yes,4.8
O108432,Pune,Pune,15.8,Bike,R9432,34,3.9,Medium,Clear,Night,Grocery,1.86,No,No,High,Delivered,61,56,Yes,3.9
O108433,Hyderabad,Delhi,9.0,Mini Truck,R9433,29,4.09,Medium,Rainy,Morning,Pharma,1.82,Yes,No,High,Delivered,42,51,No,4.7
O108434,Bangalore,Kolkata,17.4,Bike,R9434,52,4.45,Medium,Clear,Afternoon,Grocery,6.32,No,No,Normal,Delivered,67,64,Yes,3.9
O108435,Mumbai,Mumbai,22.3,Scooter,R9435,48,3.95,Medium,Clear,Night,Grocery,2.45,No,No,Normal,Delivered,86,64,Yes,3.9
O108436,Chennai,Ahmedabad,13.0,Van,R9436,36,4.78,High,Clear,Night,Clothing,3.29,Yes,No,Normal,Delivered,62,70,No,4.8
O108437,Mumbai,Delhi,15.4,Scooter,R9437,32,4.65,High,Clear,Night,Books,0.44,No,No,Normal,Delivered,73,85,No,4.8
O108438,Kolkata,Bangalore,4.1,Bike,R9438,52,4.41,Low,Clear,Evening,Grocery,2.16,No,No,Low,Delivered,12,1,Yes,2.9
O108439,Mumbai,Pune,12.0,Scooter,R9439,37,4.84,Medium,Rainy,Morning,Electronics,2.4,No,No,High,Delivered,56,61,Yes,4.7
O108440,Ahmedabad,Chennai,15.5,Scooter,R9440,30,4,Medium,Clear,Night,Pharma,5.75,No,Yes,Normal,Delivered,60,70,No,3.9
O108441,Kolkata,Pune,13.7,Bike,R9441,25,4.17,Medium,Windy,Evening,Grocery,4.87,No,No,Normal,Delivered,58,55,Yes,4.2
O108442,Mumbai,Chennai,12.5,Van,R9442,49,3.88,Medium,Rainy,Afternoon,Furniture,0.83,Yes,No,High,Delivered,58,40,Yes,4.7
O108443,Ahmedabad,Bangalore,9.6,Van,R9443,45,4.2,Medium,Windy,Afternoon,Pharma,4.04,Yes,No,High,Delivered,41,33,Yes,4.3
O108444,Kolkata,Hyderabad,7.2,Bike,R9444,47,4.32,Medium,Windy,Evening,Books,2.28,No,No,Normal,Delivered,30,33,Yes,4.2
O108445,Ahmedabad,Hyderabad,25.1,Mini Truck,R9445,28,4.41,Low,Clear,Evening,Clothing,2.57,Yes,No,Normal,Delivered,75,70,Yes,3.0
O108446,Delhi,Ahmedabad,19.1,Scooter,R9446,42,4.91,High,Rainy,Evening,Electronics,0.99,No,No,High,Delivered,109,123,No,5.7
O108447,Kolkata,Pune,17.4,Mini Truck,R9447,53,4.34,Medium,Clear,Afternoon,Books,2.8,No,No,High,Delivered,67,53,Yes,3.9
O108448,Chennai,Delhi,12.3,Bike,R9448,28,4.6,Low,Windy,Night,Pharma,2.6,No,No,Normal,Delivered,40,39,Yes,3.2
O108449,Bangalore,Kolkata,11.0,Mini Truck,R9449,27,4.28,Medium,Rainy,Afternoon,Furniture,0.08,No,No,High,Delivered,51,40,Yes,4.6
O108450,Pune,Mumbai,15.0,Scooter,R9450,51,4.56,Low,Clear,Night,Books,3.96,No,No,Normal,Delivered,44,46,Yes,2.9
O108451,Delhi,Hyderabad,8.2,Scooter,R9451,21,4.23,Medium,Clear,Night,Books,4.18,No,Yes,High,Delivered,31,25,Yes,3.8
O108452,Ahmedabad,Kolkata,15.9,Mini Truck,R9452,23,4.21,Low,Rainy,Evening,Grocery,2.34,No,No,Normal,Delivered,57,68,No,3.6
O108453,Chennai,Mumbai,13.5,Van,R9453,48,4.84,High,Rainy,Morning,Furniture,3.84,No,No,Normal,Delivered,77,87,No,5.7
O108454,Bangalore,Ahmedabad,18.5,Scooter,R9454,30,4.63,Medium,Clear,Evening,Electronics,4.46,No,No,Normal,Delivered,72,88,No,3.9
O108455,Kolkata,Mumbai,7.2,Bike,R9455,54,4.43,High,Clear,Afternoon,Pharma,1.6,No,No,Low,Delivered,34,29,Yes,4.7
